centroid_mean,centroid_std,rolloff_mean,rolloff_std,flux_mean,flux_std,zcr_mean,zcr_std,mfcc_m1,mfcc_m2,mfcc_m3,mfcc_m4,mfcc_m5,mfcc_m6,mfcc_m7,mfcc_m8,mfcc_m9,mfcc_m10,mfcc_m11,mfcc_m12,mfcc_m13,mfcc_std1,mfcc_std2,mfcc_std3,mfcc_std4,mfcc_std5,mfcc_std6,mfcc_std7,mfcc_std8,mfcc_std9,mfcc_std10,mfcc_std11,mfcc_std12,mfcc_std13,technique
2568.800777,690.391966,6037.485558,2267.655587,0.001387205,0.002502992,0.104166667,0.029800272,-624.1428223,84.00637054,-10.13999748,21.2552948,2.813193083,2.703418016,16.95075226,8.862484932,1.645202994,-18.87552452,-22.53592873,-18.59408379,-8.894257545,119.2674637,7.350638866,24.26046371,27.48754311,12.08787918,6.319128036,10.07740688,6.207502842,6.272471905,6.106549263,4.44355011,6.019976616,4.266798496,1
2553.925052,710.0450431,5972.279379,2254.401526,0.001460826,0.002652959,0.099799262,0.028035045,-623.3410034,84.67752075,-9.850436211,18.63801003,0.525771379,1.409977436,16.00723076,9.470013618,3.606434345,-16.50506401,-22.02405548,-19.76984787,-10.56665611,124.2130661,9.884924889,24.97297478,30.24222374,10.29714584,6.809401512,10.85582447,7.025418758,5.944894314,5.446808815,4.933542728,6.17777586,4.344284534,1
2513.353758,621.8562354,5794.251348,2130.180464,0.001496409,0.00262196,0.105672201,0.02523505,-612.126709,82.23550415,-16.97607613,23.52404976,1.625701189,2.711515665,16.44057465,7.926100731,-0.031435557,-19.80248833,-22.55920601,-19.72978973,-10.73645687,119.4513779,7.144724369,21.42146111,26.64082909,12.13493061,7.585328579,10.09082222,7.572909355,6.751210213,7.439094067,5.494978905,6.912623882,4.160977364,1
2456.173187,532.8252137,5628.749181,1983.763538,0.001663058,0.003114893,0.10667589,0.023223889,-601.1989746,80.62392426,-24.3806076,22.00999451,-2.253092766,1.313254952,14.44401932,7.011723518,1.14720726,-18.43233681,-19.12817001,-16.83264923,-7.164703369,120.7911224,7.408365726,20.82410812,22.88641357,12.56502914,8.257563591,11.53440952,7.378579617,7.082820892,6.245669365,4.729681969,4.754592419,3.467481613,1
2214.147142,367.6610107,4805.066516,1500.960444,0.003567665,0.006888186,0.096082899,0.023666146,-536.4091187,80.12734222,-24.50100136,25.81451416,-13.06641579,-2.912476778,2.049901009,5.200053692,-1.311083198,-11.91191387,-18.02450562,-18.99372292,-13.41698456,136.3715668,12.72941208,20.8846302,23.28138924,11.51327705,7.133300304,9.589461327,5.220560074,5.235386372,6.619220257,6.760965824,5.714181423,4.304166794,1
2309.394491,287.6841133,4838.19452,1252.209392,0.002532151,0.004540312,0.107354058,0.022024784,-558.1669312,76.75753021,-39.2198143,23.72192764,-15.73321152,-2.575997591,8.981913567,3.607637167,-2.282166004,-20.60100174,-20.51247406,-18.18943787,-7.142576218,125.7699738,7.397201538,17.71899414,20.49147797,10.1709404,9.401277542,11.5850172,5.518887997,7.958662987,6.637946129,5.937488556,5.254285336,4.070310116,1
2279.31257,295.6809025,4769.529201,1271.832299,0.002545987,0.004307936,0.107245551,0.021005918,-556.6995239,75.11790466,-42.26190186,20.79949951,-20.53603554,-4.409631729,8.634102821,3.851555347,-2.975282907,-22.4868412,-21.87843323,-19.27243233,-6.58405304,123.4299316,7.329845428,15.76711845,21.59255409,10.08063602,10.30965805,10.95976067,4.345921993,7.67554903,6.258432865,6.838252068,5.937695503,4.387351513,1
2093.022384,195.485051,4241.58927,759.9856963,0.003001069,0.004827435,0.093994141,0.018791428,-536.0467529,82.77674866,-41.82694626,23.18762207,-21.59413719,-2.117611408,8.705507278,6.566930771,0.159438789,-19.53219604,-20.12771797,-19.27403259,-6.309893608,121.1751862,5.578934193,15.78630733,20.24438858,9.621459007,10.50228214,11.58651829,3.375257015,7.624675751,5.011167526,7.396495342,5.534898281,4.59210062,1
2138.265548,145.0146009,4080.767865,234.849361,0.005276345,0.007269462,0.107286241,0.021461123,-471.275177,74.89047241,-49.83895874,33.48191071,-31.45637703,-5.864525318,-5.356328487,2.144803047,-4.932419777,-17.44174957,-17.49485397,-13.8175106,-4.080675602,110.2368469,10.51856804,12.72593117,18.31089401,8.545791626,13.08470917,8.314011574,6.166268826,6.972385883,3.715504169,6.556540489,5.679288387,5.625304699,1
2081.023346,150.07902,3981.685014,251.2589649,0.005488681,0.007497941,0.10953776,0.026298276,-467.7737122,75.03329468,-53.64401245,30.57683945,-33.6214447,-4.642171383,-3.704649687,2.62988472,-6.718661785,-18.72869873,-17.12759399,-12.96954441,-3.012894154,108.7126083,10.84591293,12.52665901,18.92345238,8.719162941,12.18219757,7.947911263,5.83412838,5.905879021,3.71727562,8.716902733,6.130588055,4.733745575,1
2083.67457,172.7466088,3991.119385,281.8040064,0.006459256,0.009333194,0.106418186,0.026694679,-452.6005249,72.36392975,-46.91804886,29.91715813,-30.00139427,-8.289670944,-2.128247738,3.843212605,-4.540631294,-18.14446449,-19.43143845,-15.46107006,-3.626055717,114.0415115,14.5867033,13.49919605,18.19965363,10.07331181,12.69613647,8.175693512,6.083553791,5.793684959,5.472394466,6.039761066,6.059614658,5.638967514,1
2136.910085,168.5314776,4049.145679,247.9197268,0.004979856,0.00672761,0.114854601,0.029338239,-476.5440674,73.69029236,-48.13942719,28.6591568,-28.84742165,-4.091195107,2.076286316,4.807598591,-6.271520138,-21.39718056,-20.50744247,-13.17012119,-1.398216605,114.1196442,13.50133801,13.88616848,18.69337845,8.994937897,11.83281612,9.11605835,4.724220753,5.281913757,5.661503792,5.980565548,5.955243587,6.437801361,1
2388.215223,648.2386017,5994.84375,2288.059977,0.000573519,0.000597704,0.063039679,0.009787951,-670.3563232,82.24223328,-7.11153841,2.061944246,2.514397383,3.125980854,27.12136269,18.30716705,9.877516747,-15.2713623,-21.24445915,-15.72564888,-5.535669804,87.50230408,11.31614304,21.25238228,23.51208496,7.726659775,3.88142395,7.204742432,6.766031742,5.353477001,7.229233265,5.251164913,4.616958618,2.419850349,1
2566.930015,758.645879,6398.806641,2391.563895,0.000478149,0.000488087,0.071379009,0.016600374,-685.1661987,78.42061615,-5.403088093,1.337588906,4.529943943,1.429174185,25.91683197,18.27741051,9.946677208,-17.02929115,-22.7263546,-18.52601624,-7.947445393,84.74256897,13.12501335,19.83977699,24.34248924,5.940423012,4.445376873,5.38803196,4.459009647,4.178605556,4.842476368,4.267925262,2.719702959,2.072052717,1
2335.451993,592.6542329,5906.414063,2231.290896,0.0006299,0.000676639,0.062127364,0.008282192,-662.2677612,82.933815,-10.35132504,3.660200357,0.719707012,1.724191308,24.34277916,16.74493217,9.662117004,-16.82351112,-21.34092712,-17.11208534,-5.465847015,88.88087463,8.262540817,23.52487183,23.92541695,8.13714695,3.80006361,8.274846077,6.53174448,5.420289993,8.76971817,5.539128304,4.653837681,4.028384686,1
2204.083692,507.0730358,5558.476299,2114.226992,0.000721102,0.000829088,0.061074747,0.00602569,-648.4028931,86.48088074,-14.03996849,3.808563232,-1.57199204,1.409296274,26.19417191,18.61215973,10.04400349,-16.46875572,-20.41737938,-16.95510864,-4.231077671,88.57904816,8.961501122,20.60325813,24.45314026,8.721719742,4.609819889,7.818886757,7.422699451,5.429276466,6.482139111,3.26981163,4.077225208,2.834181547,1
2035.877954,310.9318071,4738.476563,1528.738336,0.001178424,0.001508583,0.065680427,0.017839972,-609.1761475,85.8647995,-28.04530525,6.90947628,-14.07562065,-3.467571735,18.34342957,12.35694027,6.209635258,-18.76454926,-22.52226448,-18.55678368,-5.508574486,97.42991638,7.501245499,14.66715622,28.24407768,7.223815918,9.485138893,8.840536118,4.798268318,5.101503849,6.470201492,4.643588066,3.545211077,3.724384546,1
2073.657576,356.3361061,4908.134766,1671.815604,0.000999399,0.001123844,0.064363178,0.016306753,-620.6133423,85.20046997,-25.86451721,3.621065617,-13.77316475,-4.385793686,18.63984489,12.42124557,6.585072041,-19.02772903,-23.11269188,-18.82195473,-5.306545734,93.28336334,8.157964706,15.97195721,27.34662437,6.670558453,8.331656456,8.375659943,4.974114418,5.285084248,5.998327255,3.409966469,3.686000824,3.147453785,1
2018.463071,311.6878476,4677.360906,1531.675659,0.001176582,0.001471094,0.065693623,0.015170352,-606.7745972,87.6103363,-28.46787834,5.834758759,-15.64648914,-4.910889626,19.00861931,12.35419178,7.363402367,-17.72900581,-22.24856186,-17.98609161,-5.11164999,95.76226807,7.123558998,17.10276604,25.16925049,8.44881916,7.794957638,9.798499107,7.109544754,6.991541862,7.678793907,4.285456657,5.469973087,3.214181185,1
2035.2497,326.4954174,4770.322266,1608.028458,0.001063298,0.001207656,0.064401727,0.014306412,-614.7316895,87.31391907,-27.37962341,3.397757769,-15.15471649,-5.068499565,19.79261589,12.78209972,7.600653172,-17.49199677,-22.31082726,-17.76945877,-5.250592232,94.00048065,7.199988842,17.45582962,24.52398682,8.542815208,7.596280575,9.213777542,7.336990833,6.996548653,7.912734985,4.241844654,5.859989643,3.38387537,1
2035.156679,328.7392675,4725.292969,1577.599642,0.00115264,0.00143202,0.062856313,0.015303168,-608.508606,87.21901703,-28.1320076,7.837864876,-12.024333,-2.503096104,18.83453369,12.89857483,6.870411873,-18.3007431,-21.7710762,-17.03518867,-4.660326481,96.50609589,6.664244652,16.3443718,26.15866661,8.428097725,8.92795372,9.539685249,5.697687149,5.169798374,6.767020702,4.272427082,3.91052866,3.167456388,1
2068.237667,358.7203215,4880.859375,1698.430932,0.001006304,0.001142865,0.061613384,0.014574088,-620.1520996,86.75865936,-25.73034668,4.632661343,-12.05918121,-3.439871073,19.64230537,13.34385014,7.107082844,-18.30080605,-22.14995766,-17.32122803,-5.094081402,93.28086853,7.22589016,18.3768158,25.18131828,8.000252724,7.420855522,8.953486443,6.216437817,4.889840126,6.601854801,3.680114269,4.118278503,3.445341587,1
1942.400025,239.7954286,4252.441406,1171.049123,0.001450466,0.001820441,0.069019215,0.022205074,-588.1350708,90.64021301,-32.67607117,8.433237076,-18.26328659,-6.165714741,14.55052185,11.32180405,7.193157196,-17.62440872,-20.63739204,-18.31542015,-4.396330833,97.12956238,5.940704823,15.49969673,26.79360199,6.9452281,8.660728455,11.25478172,4.721230984,5.827420235,7.169858456,6.511591434,6.147476196,1.837021112,1
2002.262386,206.1793674,4106.065614,803.8953938,0.002110409,0.002963396,0.082709418,0.031253873,-555.796814,89.39009857,-36.47666168,22.24797249,-18.83680725,-5.197849751,7.10152483,6.311250687,5.570170403,-15.41160583,-18.63617134,-17.86663055,-6.206504345,103.5138321,6.465757847,13.54713821,22.19167709,7.311620235,10.67207146,10.45351028,4.283092022,9.500190735,6.773995399,6.068136692,4.183187962,3.28684783,1
1881.121675,176.3406166,3774.785566,524.6739801,0.002312474,0.002968115,0.077419705,0.027047981,-547.2410889,91.32958984,-41.15225983,17.16179085,-24.41219521,-5.095019817,12.75843906,11.99768639,5.678709984,-18.0138607,-19.47937775,-16.30195427,-1.519532561,100.8933182,5.966772079,12.05418968,23.98540306,6.498275757,7.746511936,13.68629169,5.275125027,8.169013977,5.212258339,6.130250931,4.308769703,2.571510792,1
1899.798755,163.1058171,3776.592548,391.5505436,0.002529978,0.003399186,0.078857422,0.028061779,-535.5148926,87.9566803,-44.62110519,18.58638191,-28.69812393,-4.647658825,11.26823902,10.93926525,4.501468182,-18.69994354,-20.43370819,-17.49707794,-3.355705976,102.2401352,5.389985085,12.83222771,21.60669518,6.553326607,9.421602249,11.9206934,4.719000816,8.821978569,6.193124771,5.229602814,4.763031483,3.153564692,1
1882.795437,141.7906447,3704.614429,282.8169095,0.003626405,0.005072866,0.083211263,0.029550402,-503.7376404,86.42900085,-51.83774185,21.20975494,-34.10088348,-4.685902119,4.443846226,8.614536285,2.080441236,-19.56824303,-20.85863304,-17.09235573,-1.565782309,101.5131454,5.507214069,10.51127815,19.05895615,7.57657671,10.01278019,11.26980782,4.456910133,7.9951334,4.763018608,6.655570984,4.837237358,3.645522118,1
1878.616672,160.9427879,3682.328316,295.4843931,0.00335977,0.004123765,0.090630425,0.028550255,-508.9124451,88.71521759,-52.33475113,19.86244202,-34.26465225,-6.070837975,5.312326431,7.357528687,1.884735942,-16.95836449,-15.79323864,-14.33652115,0.009494132,99.23482513,6.863898277,10.25624847,21.47974014,7.114287853,10.90659523,10.98675823,3.455554008,8.694171906,4.074369907,5.081427097,4.337635517,4.849021912,1
1900.391297,160.8131881,3733.224978,303.6049566,0.003391047,0.004439826,0.091227214,0.028064139,-510.2902527,88.2603302,-49.18344498,23.42120934,-32.89162064,-6.573461533,4.130833626,8.652310371,2.886557341,-18.00966454,-17.49482536,-15.42860794,-1.918008327,99.87956238,5.925557137,10.38442421,20.03582001,7.458865166,9.051171303,12.47847176,2.909008265,9.016751289,6.462686539,6.842618465,4.754863262,3.05244422,1
1916.542714,152.2174161,3747.078507,279.4039448,0.004163688,0.005584909,0.089938694,0.030205286,-489.0900574,86.10002136,-51.43872452,27.35407639,-36.73774338,-6.162833691,1.798961163,8.482808113,0.768281519,-19.20270729,-21.20757675,-16.62607193,-2.022209406,100.2932281,5.315239906,10.27246761,18.13178253,9.119340897,10.18581963,11.21712303,3.524672031,8.568675041,3.984350443,7.721104145,3.259472132,3.624523878,1
3341.627031,1400.344856,7360.546875,2599.299949,0.000655011,0.001268073,0.128549937,0.087801035,-708.5386963,71.98900604,18.09859085,7.653574944,12.59920406,6.597082615,16.90642738,10.65677452,9.695565224,-4.302680969,-10.86361122,-10.62726974,-7.030977726,129.0955658,20.10425758,33.06036377,28.33775139,13.41749668,6.679193974,9.81547451,6.247896194,4.576421738,6.074192524,5.282745361,4.996464729,3.593549013,1
3228.708861,1315.687826,7201.757813,2607.847797,0.000701971,0.001268924,0.122571791,0.079462306,-698.5922852,76.40066528,16.78138924,6.542562008,11.8070879,7.615348339,16.2675972,8.947991371,7.932770729,-7.072267056,-14.58882904,-14.08038139,-8.551815987,129.6109161,16.69344139,35.31110001,28.42812729,12.99701214,5.663143158,9.442689896,6.584535599,3.901616812,7.287560463,6.482771873,5.891682625,4.931327343,1
2713.195811,959.0301371,6497.907561,2555.317656,0.001352076,0.002994751,0.102349175,0.053932829,-655.6564941,89.87624359,7.309058189,5.498826027,5.580489635,5.18142128,17.25309944,12.91166115,6.889292717,-10.86582947,-15.73928642,-11.44503212,-5.082930565,142.9101868,14.4050808,34.27580261,29.71945,15.64965248,6.868284225,12.31033134,6.789240837,5.643986702,6.936843395,6.458068371,4.853281021,2.47419095,1
2955.100615,1074.935712,6779.495602,2573.020907,0.001177671,0.002647707,0.118014865,0.062892826,-667.5299072,83.9614563,7.467702389,8.526247025,10.83567333,7.254724979,14.03734589,7.700892925,7.281255722,-7.93352747,-14.33864212,-12.55987263,-6.261055946,139.431778,14.37490749,35.70342636,29.74379349,17.52951241,7.2762537,10.16327095,4.743581295,5.461605549,7.310464859,7.10216713,7.278222084,4.907024384,1
2884.04365,951.4549188,6680.111588,2550.596012,0.001753667,0.004088788,0.128011068,0.047495863,-639.2209473,89.52519226,-3.858639956,0.396298736,-1.100856066,-1.215407252,9.880550385,5.855921745,6.846529961,-7.192232609,-14.94443893,-13.52514458,-8.507183075,151.0771484,17.4816761,32.34789658,31.3374939,14.56939888,7.536157131,10.31391335,4.004164219,6.89014864,8.837364197,8.364232063,5.584659576,4.682031631,1
2622.547432,747.095521,6347.626885,2451.150193,0.001895684,0.004387908,0.110514323,0.032451627,-620.8554077,92.33285522,-7.514425278,2.506146669,-0.350416303,2.674768209,8.187469482,5.884766102,7.165948868,-9.230568886,-15.32963371,-13.67435551,-5.521283627,146.4342194,16.48436356,30.85667229,29.67532349,14.13016415,8.823306084,13.69087315,5.428741932,6.096246719,7.69631958,8.513978004,4.595848083,3.815562487,1
2665.517872,797.069164,6427.43526,2429.65314,0.001807167,0.004170691,0.110731337,0.031476811,-630.0576172,91.71426392,-7.990588665,-4.449243546,-1.737557888,3.068539858,11.64821911,6.901935101,6.372557163,-9.079693794,-14.68974304,-11.75638485,-4.633451462,147.234436,17.0378685,29.72397614,31.84521675,14.47525406,6.925347805,11.13328457,5.480444908,6.122774601,7.90703392,8.913371086,6.219321728,3.909100771,1
2687.987626,838.2941803,6417.496859,2474.741913,0.00182589,0.00433027,0.120049371,0.038352819,-626.7727051,92.79767609,-7.3029809,0.251967013,-1.054314137,2.366247892,10.18913174,5.748980045,5.617035389,-10.62489223,-16.23286438,-13.25745583,-5.758448601,147.02742,17.98732567,28.21357346,31.80649376,14.29994965,7.066904068,11.42663383,4.695528507,5.364200115,6.481591702,7.275620937,3.809528112,3.363642931,1
2135.087589,552.1964431,5092.67783,2232.396332,0.004320188,0.008874159,0.085679796,0.026892554,-536.6193848,74.5599823,-14.12158489,5.164147854,-9.284520149,6.090665817,6.570141792,8.458438873,-1.265104771,-13.04301071,-18.76969147,-12.80043697,-4.173798561,145.7840729,22.8933754,23.05045509,31.14230156,11.77761555,6.378860474,10.79432964,4.106396198,4.736170292,6.157668114,8.934441566,7.591598034,5.23614502,1
2007.498743,470.382856,4774.046656,2105.414114,0.00452841,0.009295941,0.074191623,0.020809778,-530.3585205,76.64838409,-16.81555748,-0.240956888,-13.54204178,5.11756134,9.355959892,13.34886646,3.034138441,-11.59230709,-18.36677551,-12.32201004,-3.53410387,146.2830353,23.91803741,24.18866539,30.87478065,10.72490025,7.080312252,11.21626949,4.56297493,5.171687126,7.593133926,8.530564308,6.030614376,3.615743876,1
2122.485229,522.6652691,5110.446487,2128.353323,0.004927416,0.010387179,0.086290148,0.026373871,-526.395752,75.569664,-13.82720089,5.079381466,-12.06454086,3.085488796,6.421744823,9.407306671,0.921226919,-7.701951981,-13.2040205,-10.02797604,-4.619395733,146.6276703,23.07443237,23.40353203,31.22742081,10.66364861,7.394920349,8.126399994,3.354241371,6.186317921,6.8812747,8.98550415,6.795609951,3.638647795,1
2486.593324,725.2679138,6090.046177,2449.845445,0.00224904,0.005468746,0.105276007,0.035205925,-612.8624268,90.98005676,-13.71134186,-3.572106123,-9.960212708,-0.032890845,8.182861328,5.807562351,4.166737556,-8.65547657,-10.65759659,-9.517576218,-2.107459068,148.2577972,20.76460648,24.67926025,34.78037262,11.25757599,6.550433159,10.56444454,4.30820179,6.268623829,5.857990742,6.897834301,5.641688824,4.738618851,1
